seed_number,year,samples,ready,scribes,grain,paper,tools,binding,ledger_below_50,mean_ledger,lore_stored,lore_lost_total,archive_scribes,state_hash
4,31,52,0,52,0,0,0,0,52,0.000000,0,1,0,9307886709869405316
4,32,52,0,52,0,0,0,0,52,0.000000,0,1,0,7480842737575389631
4,33,52,0,52,0,0,0,0,52,0.000000,0,1,0,14280968174249326657
4,34,53,0,53,0,0,0,0,53,0.000000,0,1,0,10477126437230532684
4,35,52,0,52,0,0,0,0,52,0.000000,0,1,0,8748189163446785958
4,36,52,0,52,0,0,0,0,52,0.000000,0,1,0,4194840954716598613
4,37,52,0,52,0,0,0,0,52,0.000000,0,1,0,13608640880454823321
4,38,52,0,52,0,0,0,0,52,0.000000,0,1,0,7984991709254218271
4,39,52,0,52,0,0,0,0,52,0.000000,0,1,0,9344965318930558448
4,40,52,0,52,0,0,0,0,52,0.000000,0,1,0,17846397279619726985
4,41,53,0,53,0,0,0,0,53,0.000000,0,1,0,3335035894232854175
4,42,52,0,52,0,0,0,0,52,0.000000,0,1,0,15215999709296394645
4,43,52,0,52,0,0,0,0,52,0.000000,0,1,0,13785372573712257447
4,44,52,0,52,0,0,0,0,52,0.000000,0,1,0,1232490349175319421
4,45,52,0,52,0,0,0,0,52,0.000000,0,1,0,9015816726873853749
4,46,52,0,52,0,0,0,0,52,0.000000,0,1,0,15274675994297009292
4,47,52,0,52,0,0,0,0,52,0.000000,0,1,0,13934280568126634376
4,48,53,0,53,0,0,0,0,53,0.000000,0,1,0,18080534099958776647
4,49,52,0,52,0,0,0,0,52,0.000000,0,1,0,16846969595847914059
4,50,52,0,52,0,0,0,0,52,0.000000,0,1,0,5799421705634045767
4,51,52,0,52,0,0,0,0,52,0.000000,0,1,0,110945709594704956
4,52,52,0,52,0,0,0,0,52,0.000000,0,1,0,1655207750007328423
